target_id,sales_rep_id,year,quarter,month,quota_amount,actual_amount,achievement_percent,deals_closed,avg_deal_size,new_customers,territory,sales_team
TGT-2024-Q3-REP-0090-09,REP-0090,2024,Q3,September,112750.00,87751.45,77.83,24,3656.31,9,East,Partner Sales
TGT-2024-Q3-REP-0091-09,REP-0091,2024,Q3,September,41666.67,54540.47,130.90,26,2097.71,8,APAC,SMB Sales
TGT-2024-Q3-REP-0092-09,REP-0092,2024,Q3,September,88000.00,124815.21,141.84,17,7342.07,5,APAC,Enterprise Sales
TGT-2024-Q3-REP-0093-09,REP-0093,2024,Q3,September,98833.33,81836.23,82.80,8,10229.53,4,Central,Enterprise Sales
TGT-2024-Q3-REP-0094-09,REP-0094,2024,Q3,September,129666.67,111572.71,86.05,16,6973.29,7,LATAM,Partner Sales
TGT-2024-Q3-REP-0095-09,REP-0095,2024,Q3,September,66916.67,88721.44,132.58,17,5218.91,6,EMEA,Mid-Market
TGT-2024-Q3-REP-0096-09,REP-0096,2024,Q3,September,73583.33,84590.23,114.96,24,3524.59,14,East,Mid-Market
TGT-2024-Q3-REP-0098-09,REP-0098,2024,Q3,September,105750.00,153049.87,144.73,13,11773.07,4,Central,Partner Sales
TGT-2024-Q3-REP-0099-09,REP-0099,2024,Q3,September,34500.00,27525.62,79.78,42,655.37,23,Central,Inside Sales
TGT-2024-Q3-REP-0100-09,REP-0100,2024,Q3,September,69583.33,69230.00,99.49,22,3146.82,12,APAC,Mid-Market
TGT-2024-Q3-REP-0101-09,REP-0101,2024,Q3,September,73166.67,79086.07,108.09,22,3594.82,7,EMEA,Mid-Market
TGT-2024-Q3-REP-0102-09,REP-0102,2024,Q3,September,36916.67,38780.61,105.05,35,1108.02,13,EMEA,Inside Sales
TGT-2024-Q3-REP-0103-09,REP-0103,2024,Q3,September,68083.33,91280.05,134.07,21,4346.67,11,West,Mid-Market
TGT-2024-Q3-REP-0104-09,REP-0104,2024,Q3,September,95750.00,76658.90,80.06,17,4509.35,5,East,Enterprise Sales
TGT-2024-Q3-REP-0105-09,REP-0105,2024,Q3,September,100916.67,148696.24,147.35,15,9913.08,5,APAC,Enterprise Sales
TGT-2024-Q3-REP-0106-09,REP-0106,2024,Q3,September,109666.67,121315.25,110.62,23,5274.58,9,EMEA,Partner Sales
TGT-2024-Q3-REP-0107-09,REP-0107,2024,Q3,September,107333.33,131062.96,122.11,24,5460.96,9,East,Partner Sales
TGT-2024-Q3-REP-0108-09,REP-0108,2024,Q3,September,102000.00,136367.37,133.69,12,11363.95,3,LATAM,Enterprise Sales
TGT-2024-Q3-REP-0109-09,REP-0109,2024,Q3,September,46166.67,67986.74,147.26,42,1618.73,18,East,SMB Sales
TGT-2024-Q3-REP-0110-09,REP-0110,2024,Q3,September,88583.33,82096.06,92.68,10,8209.61,3,EMEA,Enterprise Sales
TGT-2024-Q3-REP-0111-09,REP-0111,2024,Q3,September,120833.33,105876.99,87.62,19,5572.47,6,East,Partner Sales
TGT-2024-Q3-REP-0112-09,REP-0112,2024,Q3,September,39250.00,32742.13,83.42,33,992.19,10,APAC,Inside Sales
TGT-2024-Q3-REP-0113-09,REP-0113,2024,Q3,September,102250.00,145773.94,142.57,12,12147.83,4,Central,Enterprise Sales
TGT-2024-Q3-REP-0114-09,REP-0114,2024,Q3,September,105500.00,63832.82,60.51,11,5802.98,5,West,Enterprise Sales
TGT-2024-Q3-REP-0115-09,REP-0115,2024,Q3,September,125833.33,141734.71,112.64,14,10123.91,6,West,Partner Sales
TGT-2024-Q3-REP-0116-09,REP-0116,2024,Q3,September,46916.67,53494.03,114.02,22,2431.55,11,LATAM,SMB Sales
TGT-2024-Q3-REP-0117-09,REP-0117,2024,Q3,September,115666.67,123936.53,107.15,12,10328.04,5,West,Partner Sales
TGT-2024-Q3-REP-0118-09,REP-0118,2024,Q3,September,118416.67,132712.59,112.07,16,8294.54,7,West,Partner Sales
TGT-2024-Q3-REP-0120-09,REP-0120,2024,Q3,September,103500.00,110081.40,106.36,12,9173.45,4,APAC,Partner Sales
TGT-2024-Q3-REP-0121-09,REP-0121,2024,Q3,September,104750.00,144513.40,137.96,12,12042.78,5,West,Partner Sales
TGT-2024-Q3-REP-0122-09,REP-0122,2024,Q3,September,74916.67,55931.94,74.66,21,2663.43,9,APAC,Mid-Market
TGT-2024-Q3-REP-0123-09,REP-0123,2024,Q3,September,129166.67,68341.15,52.91,10,6834.12,4,APAC,Partner Sales
TGT-2024-Q3-REP-0124-09,REP-0124,2024,Q3,September,53833.33,54656.99,101.53,24,2277.37,8,LATAM,SMB Sales
TGT-2024-Q3-REP-0125-09,REP-0125,2024,Q3,September,118666.67,135404.11,114.10,18,7522.45,6,Central,Partner Sales
TGT-2024-Q3-REP-0127-09,REP-0127,2024,Q3,September,66833.33,55106.94,82.45,22,2504.86,7,APAC,Mid-Market
TGT-2024-Q3-REP-0128-09,REP-0128,2024,Q3,September,70083.33,62690.56,89.45,22,2849.57,10,LATAM,Mid-Market
TGT-2024-Q3-REP-0129-09,REP-0129,2024,Q3,September,74416.67,108548.41,145.87,30,3618.28,15,East,Mid-Market
TGT-2024-Q3-REP-0130-09,REP-0130,2024,Q3,September,37416.67,30123.44,80.51,33,912.83,19,West,Inside Sales
TGT-2024-Q3-REP-0131-09,REP-0131,2024,Q3,September,46666.67,68468.67,146.72,38,1801.81,13,East,SMB Sales
TGT-2024-Q3-REP-0132-09,REP-0132,2024,Q3,September,83583.33,80300.73,96.07,19,4226.35,6,EMEA,Enterprise Sales
TGT-2024-Q3-REP-0133-09,REP-0133,2024,Q3,September,99416.67,90737.65,91.27,13,6979.82,4,West,Enterprise Sales
TGT-2024-Q3-REP-0134-09,REP-0134,2024,Q3,September,71000.00,69250.09,97.54,29,2387.93,13,East,Mid-Market
TGT-2024-Q3-REP-0135-09,REP-0135,2024,Q3,September,39166.67,36565.67,93.36,36,1015.71,16,APAC,Inside Sales
TGT-2024-Q3-REP-0136-09,REP-0136,2024,Q3,September,130833.33,101592.09,77.65,18,5644.00,7,LATAM,Partner Sales
TGT-2024-Q3-REP-0137-09,REP-0137,2024,Q3,September,47083.33,67371.13,143.09,35,1924.89,12,East,SMB Sales
TGT-2024-Q3-REP-0138-09,REP-0138,2024,Q3,September,44833.33,42801.24,95.47,38,1126.35,16,LATAM,Inside Sales
TGT-2024-Q3-REP-0139-09,REP-0139,2024,Q3,September,114750.00,84784.19,73.89,22,3853.83,12,LATAM,Partner Sales
TGT-2024-Q3-REP-0141-09,REP-0141,2024,Q3,September,102333.33,123797.50,120.97,11,11254.32,3,LATAM,Enterprise Sales
TGT-2024-Q3-REP-0142-09,REP-0142,2024,Q3,September,77750.00,77383.28,99.53,15,5158.89,8,EMEA,Mid-Market
TGT-2024-Q3-REP-0143-09,REP-0143,2024,Q3,September,83416.67,85482.93,102.48,8,10685.37,3,East,Enterprise Sales
TGT-2024-Q3-REP-0144-09,REP-0144,2024,Q3,September,76500.00,99500.62,130.07,29,3431.06,14,West,Mid-Market
TGT-2024-Q3-REP-0145-09,REP-0145,2024,Q3,September,41916.67,49183.91,117.34,47,1046.47,15,LATAM,Inside Sales
TGT-2024-Q3-REP-0146-09,REP-0146,2024,Q3,September,129583.33,122429.88,94.48,15,8161.99,8,LATAM,Partner Sales
TGT-2024-Q3-REP-0147-09,REP-0147,2024,Q3,September,75750.00,100912.74,133.22,29,3479.75,12,West,Mid-Market
TGT-2024-Q3-REP-0148-09,REP-0148,2024,Q3,September,42916.67,49627.37,115.64,32,1550.86,14,EMEA,SMB Sales
TGT-2024-Q3-REP-0149-09,REP-0149,2024,Q3,September,94000.00,138992.16,147.86,17,8176.01,7,APAC,Enterprise Sales
TGT-2024-Q3-REP-0150-09,REP-0150,2024,Q3,September,43500.00,32919.52,75.68,31,1061.92,11,East,SMB Sales
TGT-2024-Q4-REP-0001-10,REP-0001,2024,Q4,October,107833.33,146903.61,136.23,9,16322.62,4,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0002-10,REP-0002,2024,Q4,October,41416.67,49576.03,119.70,30,1652.53,15,East,Inside Sales
TGT-2024-Q4-REP-0003-10,REP-0003,2024,Q4,October,43000.00,56320.88,130.98,22,2560.04,11,Central,SMB Sales
TGT-2024-Q4-REP-0004-10,REP-0004,2024,Q4,October,87416.67,117534.65,134.45,11,10684.97,3,East,Enterprise Sales
TGT-2024-Q4-REP-0005-10,REP-0005,2024,Q4,October,68833.33,98309.11,142.82,28,3511.04,11,APAC,Mid-Market
TGT-2024-Q4-REP-0006-10,REP-0006,2024,Q4,October,49000.00,63433.01,129.46,36,1762.03,19,LATAM,SMB Sales
TGT-2024-Q4-REP-0008-10,REP-0008,2024,Q4,October,37500.00,45992.77,122.65,30,1533.09,16,West,Inside Sales
TGT-2024-Q4-REP-0010-10,REP-0010,2024,Q4,October,71500.00,114191.03,159.71,18,6343.95,6,EMEA,Mid-Market
TGT-2024-Q4-REP-0011-10,REP-0011,2024,Q4,October,107000.00,165083.44,154.28,12,13756.95,3,EMEA,Enterprise Sales
TGT-2024-Q4-REP-0012-10,REP-0012,2024,Q4,October,69666.67,63354.19,90.94,26,2436.70,12,EMEA,Mid-Market
TGT-2024-Q4-REP-0013-10,REP-0013,2024,Q4,October,99916.67,103289.71,103.38,19,5436.30,6,Central,Enterprise Sales
TGT-2024-Q4-REP-0014-10,REP-0014,2024,Q4,October,122750.00,188183.13,153.31,20,9409.16,8,East,Partner Sales
TGT-2024-Q4-REP-0015-10,REP-0015,2024,Q4,October,77916.67,89089.65,114.34,28,3181.77,11,APAC,Mid-Market
TGT-2024-Q4-REP-0016-10,REP-0016,2024,Q4,October,76916.67,83898.88,109.08,24,3495.79,11,West,Mid-Market
TGT-2024-Q4-REP-0017-10,REP-0017,2024,Q4,October,41000.00,41964.11,102.35,45,932.54,14,East,Inside Sales
TGT-2024-Q4-REP-0018-10,REP-0018,2024,Q4,October,85500.00,0.00,0.00,0,0.00,0,EMEA,Enterprise Sales
TGT-2024-Q4-REP-0019-10,REP-0019,2024,Q4,October,46083.33,38430.02,83.39,26,1478.08,11,Central,SMB Sales
TGT-2024-Q4-REP-0020-10,REP-0020,2024,Q4,October,102083.33,148658.65,145.62,14,10618.48,5,Central,Partner Sales
TGT-2024-Q4-REP-0021-10,REP-0021,2024,Q4,October,39666.67,45485.80,114.67,45,1010.80,15,West,Inside Sales
TGT-2024-Q4-REP-0022-10,REP-0022,2024,Q4,October,48416.67,83210.19,171.86,28,2971.79,13,APAC,SMB Sales
TGT-2024-Q4-REP-0023-10,REP-0023,2024,Q4,October,42583.33,42240.81,99.20,33,1280.02,18,East,Inside Sales
TGT-2024-Q4-REP-0024-10,REP-0024,2024,Q4,October,45333.33,42832.86,94.48,46,931.15,21,Central,Inside Sales
TGT-2024-Q4-REP-0025-10,REP-0025,2024,Q4,October,41416.67,36506.08,88.14,47,776.73,19,West,Inside Sales
TGT-2024-Q4-REP-0026-10,REP-0026,2024,Q4,October,44833.33,71422.96,159.31,34,2100.68,11,LATAM,Inside Sales
TGT-2024-Q4-REP-0027-10,REP-0027,2024,Q4,October,44833.33,75501.81,168.41,26,2903.92,9,EMEA,Inside Sales
TGT-2024-Q4-REP-0029-10,REP-0029,2024,Q4,October,107333.33,114338.15,106.53,10,11433.82,5,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0030-10,REP-0030,2024,Q4,October,42250.00,55824.18,132.13,42,1329.15,18,West,SMB Sales
TGT-2024-Q4-REP-0031-10,REP-0031,2024,Q4,October,46833.33,55901.63,119.36,36,1552.82,13,Central,SMB Sales
TGT-2024-Q4-REP-0032-10,REP-0032,2024,Q4,October,102583.33,137224.92,133.77,14,9801.78,7,Central,Enterprise Sales
TGT-2024-Q4-REP-0034-10,REP-0034,2024,Q4,October,34750.00,61757.80,177.72,44,1403.59,23,East,Inside Sales
TGT-2024-Q4-REP-0036-10,REP-0036,2024,Q4,October,33583.33,28431.92,84.66,28,1015.43,15,West,Inside Sales
TGT-2024-Q4-REP-0037-10,REP-0037,2024,Q4,October,53333.33,53260.45,99.86,27,1972.61,11,EMEA,SMB Sales
TGT-2024-Q4-REP-0038-10,REP-0038,2024,Q4,October,120750.00,118332.54,98.00,16,7395.78,7,LATAM,Partner Sales
TGT-2024-Q4-REP-0039-10,REP-0039,2024,Q4,October,34916.67,43916.61,125.78,50,878.33,18,Central,Inside Sales
TGT-2024-Q4-REP-0040-10,REP-0040,2024,Q4,October,91083.33,135096.58,148.32,19,7110.35,10,East,Enterprise Sales
TGT-2024-Q4-REP-0041-10,REP-0041,2024,Q4,October,72250.00,117204.50,162.22,23,5095.85,8,APAC,Mid-Market
TGT-2024-Q4-REP-0042-10,REP-0042,2024,Q4,October,77416.67,110340.48,142.53,15,7356.03,5,LATAM,Mid-Market
TGT-2024-Q4-REP-0043-10,REP-0043,2024,Q4,October,43416.67,37969.04,87.45,31,1224.81,11,Central,SMB Sales
TGT-2024-Q4-REP-0044-10,REP-0044,2024,Q4,October,90750.00,156101.98,172.01,11,14191.09,6,Central,Enterprise Sales
TGT-2024-Q4-REP-0045-10,REP-0045,2024,Q4,October,109583.33,157043.19,143.31,20,7852.16,10,East,Partner Sales
TGT-2024-Q4-REP-0046-10,REP-0046,2024,Q4,October,90250.00,141633.03,156.93,19,7454.37,7,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0047-10,REP-0047,2024,Q4,October,51750.00,0.00,0.00,0,0.00,0,EMEA,SMB Sales
TGT-2024-Q4-REP-0048-10,REP-0048,2024,Q4,October,43416.67,69232.11,159.46,48,1442.34,16,East,Inside Sales
TGT-2024-Q4-REP-0049-10,REP-0049,2024,Q4,October,72833.33,84116.43,115.49,19,4427.18,7,West,Mid-Market
TGT-2024-Q4-REP-0050-10,REP-0050,2024,Q4,October,46166.67,85602.26,185.42,40,2140.06,13,APAC,SMB Sales
TGT-2024-Q4-REP-0051-10,REP-0051,2024,Q4,October,108916.67,108860.25,99.95,19,5729.49,7,Central,Partner Sales
TGT-2024-Q4-REP-0052-10,REP-0052,2024,Q4,October,102000.00,147148.04,144.26,12,12262.34,4,West,Enterprise Sales
TGT-2024-Q4-REP-0053-10,REP-0053,2024,Q4,October,73916.67,91686.24,124.04,29,3161.59,14,EMEA,Mid-Market
TGT-2024-Q4-REP-0054-10,REP-0054,2024,Q4,October,88250.00,94566.26,107.16,19,4977.17,10,West,Enterprise Sales
TGT-2024-Q4-REP-0055-10,REP-0055,2024,Q4,October,112750.00,131765.83,116.87,16,8235.36,9,Central,Partner Sales
TGT-2024-Q4-REP-0056-10,REP-0056,2024,Q4,October,120333.33,197652.49,164.25,18,10980.69,10,APAC,Partner Sales
TGT-2024-Q4-REP-0057-10,REP-0057,2024,Q4,October,104833.33,96809.85,92.35,14,6914.99,7,East,Enterprise Sales
TGT-2024-Q4-REP-0058-10,REP-0058,2024,Q4,October,50166.67,53456.81,106.56,34,1572.26,19,LATAM,SMB Sales
TGT-2024-Q4-REP-0059-10,REP-0059,2024,Q4,October,107833.33,114377.07,106.07,23,4972.92,7,APAC,Partner Sales
TGT-2024-Q4-REP-0060-10,REP-0060,2024,Q4,October,44000.00,57659.77,131.04,43,1340.92,14,EMEA,Inside Sales
TGT-2024-Q4-REP-0061-10,REP-0061,2024,Q4,October,51500.00,80193.78,155.72,33,2430.11,14,LATAM,SMB Sales
TGT-2024-Q4-REP-0062-10,REP-0062,2024,Q4,October,50000.00,82239.18,164.48,21,3916.15,12,EMEA,SMB Sales
TGT-2024-Q4-REP-0063-10,REP-0063,2024,Q4,October,47333.33,64742.78,136.78,33,1961.90,14,LATAM,SMB Sales
TGT-2024-Q4-REP-0064-10,REP-0064,2024,Q4,October,105083.33,140486.59,133.69,13,10806.66,5,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0065-10,REP-0065,2024,Q4,October,98500.00,131270.12,133.27,8,16408.76,3,East,Enterprise Sales
TGT-2024-Q4-REP-0066-10,REP-0066,2024,Q4,October,35750.00,37288.52,104.30,34,1096.72,16,LATAM,Inside Sales
TGT-2024-Q4-REP-0067-10,REP-0067,2024,Q4,October,47416.67,50097.19,105.65,43,1165.05,17,LATAM,SMB Sales
TGT-2024-Q4-REP-0068-10,REP-0068,2024,Q4,October,78583.33,85131.65,108.33,27,3153.02,14,APAC,Mid-Market
TGT-2024-Q4-REP-0069-10,REP-0069,2024,Q4,October,70416.67,92121.85,130.82,28,3290.07,15,West,Mid-Market
TGT-2024-Q4-REP-0070-10,REP-0070,2024,Q4,October,44666.67,75410.05,168.83,23,3278.70,11,Central,SMB Sales
TGT-2024-Q4-REP-0071-10,REP-0071,2024,Q4,October,132500.00,238374.69,179.91,22,10835.21,9,APAC,Partner Sales
TGT-2024-Q4-REP-0072-10,REP-0072,2024,Q4,October,38250.00,37616.97,98.35,33,1139.91,15,EMEA,Inside Sales
TGT-2024-Q4-REP-0073-10,REP-0073,2024,Q4,October,107333.33,108349.21,100.95,19,5702.59,6,West,Partner Sales
TGT-2024-Q4-REP-0074-10,REP-0074,2024,Q4,October,86083.33,114134.28,132.59,8,14266.78,2,East,Enterprise Sales
TGT-2024-Q4-REP-0075-10,REP-0075,2024,Q4,October,75250.00,100515.06,133.57,20,5025.75,7,APAC,Mid-Market
TGT-2024-Q4-REP-0076-10,REP-0076,2024,Q4,October,39416.67,62313.33,158.09,35,1780.38,15,Central,Inside Sales
TGT-2024-Q4-REP-0077-10,REP-0077,2024,Q4,October,43500.00,66879.14,153.75,25,2675.17,10,APAC,Inside Sales
TGT-2024-Q4-REP-0078-10,REP-0078,2024,Q4,October,96916.67,119653.78,123.46,18,6647.43,10,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0079-10,REP-0079,2024,Q4,October,37750.00,52736.64,139.70,42,1255.63,21,EMEA,Inside Sales
TGT-2024-Q4-REP-0080-10,REP-0080,2024,Q4,October,114666.67,105703.13,92.18,22,4804.69,7,Central,Partner Sales
TGT-2024-Q4-REP-0082-10,REP-0082,2024,Q4,October,119833.33,111466.65,93.02,13,8574.36,4,EMEA,Partner Sales
TGT-2024-Q4-REP-0083-10,REP-0083,2024,Q4,October,70333.33,96072.33,136.60,19,5056.44,10,Central,Mid-Market
TGT-2024-Q4-REP-0084-10,REP-0084,2024,Q4,October,90916.67,116404.64,128.03,8,14550.58,2,East,Enterprise Sales
TGT-2024-Q4-REP-0085-10,REP-0085,2024,Q4,October,52666.67,88568.57,168.17,44,2012.92,19,West,SMB Sales
TGT-2024-Q4-REP-0086-10,REP-0086,2024,Q4,October,42083.33,52786.47,125.43,37,1426.66,19,East,SMB Sales
TGT-2024-Q4-REP-0087-10,REP-0087,2024,Q4,October,114750.00,153635.19,133.89,11,13966.84,5,Central,Partner Sales
TGT-2024-Q4-REP-0088-10,REP-0088,2024,Q4,October,44583.33,57909.16,129.89,28,2068.18,11,Central,SMB Sales
TGT-2024-Q4-REP-0089-10,REP-0089,2024,Q4,October,34000.00,0.00,0.00,0,0.00,0,Central,Inside Sales
TGT-2024-Q4-REP-0090-10,REP-0090,2024,Q4,October,112750.00,128208.14,113.71,18,7122.67,9,East,Partner Sales
TGT-2024-Q4-REP-0091-10,REP-0091,2024,Q4,October,41666.67,76095.42,182.63,21,3623.59,11,APAC,SMB Sales
TGT-2024-Q4-REP-0092-10,REP-0092,2024,Q4,October,88000.00,116927.17,132.87,19,6154.06,8,APAC,Enterprise Sales
TGT-2024-Q4-REP-0093-10,REP-0093,2024,Q4,October,98833.33,107776.18,109.05,10,10777.62,5,Central,Enterprise Sales
TGT-2024-Q4-REP-0094-10,REP-0094,2024,Q4,October,129666.67,110170.04,84.96,24,4590.42,7,LATAM,Partner Sales
TGT-2024-Q4-REP-0095-10,REP-0095,2024,Q4,October,66916.67,86288.52,128.95,26,3318.79,8,EMEA,Mid-Market
TGT-2024-Q4-REP-0096-10,REP-0096,2024,Q4,October,73583.33,76553.18,104.04,20,3827.66,9,East,Mid-Market
TGT-2024-Q4-REP-0098-10,REP-0098,2024,Q4,October,105750.00,155614.71,147.15,21,7410.22,9,Central,Partner Sales
TGT-2024-Q4-REP-0099-10,REP-0099,2024,Q4,October,34500.00,56745.56,164.48,49,1158.07,23,Central,Inside Sales
TGT-2024-Q4-REP-0100-10,REP-0100,2024,Q4,October,69583.33,107255.94,154.14,20,5362.80,7,APAC,Mid-Market
TGT-2024-Q4-REP-0101-10,REP-0101,2024,Q4,October,73166.67,100844.49,137.83,18,5602.47,7,EMEA,Mid-Market
TGT-2024-Q4-REP-0102-10,REP-0102,2024,Q4,October,36916.67,49232.49,133.36,26,1893.56,13,EMEA,Inside Sales
TGT-2024-Q4-REP-0103-10,REP-0103,2024,Q4,October,68083.33,108942.62,160.01,27,4034.91,13,West,Mid-Market
TGT-2024-Q4-REP-0104-10,REP-0104,2024,Q4,October,95750.00,85709.59,89.51,17,5041.74,9,East,Enterprise Sales
TGT-2024-Q4-REP-0105-10,REP-0105,2024,Q4,October,100916.67,155180.84,153.77,12,12931.74,6,APAC,Enterprise Sales
TGT-2024-Q4-REP-0106-10,REP-0106,2024,Q4,October,109666.67,117534.19,107.17,10,11753.42,4,EMEA,Partner Sales
TGT-2024-Q4-REP-0107-10,REP-0107,2024,Q4,October,107333.33,156849.50,146.13,18,8713.86,10,East,Partner Sales
TGT-2024-Q4-REP-0108-10,REP-0108,2024,Q4,October,102000.00,112065.36,109.87,15,7471.02,7,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0109-10,REP-0109,2024,Q4,October,46166.67,62214.96,134.76,33,1885.30,19,East,SMB Sales
TGT-2024-Q4-REP-0110-10,REP-0110,2024,Q4,October,88583.33,152329.56,171.96,18,8462.75,9,EMEA,Enterprise Sales
TGT-2024-Q4-REP-0111-10,REP-0111,2024,Q4,October,120833.33,109769.16,90.84,14,7840.65,5,East,Partner Sales
TGT-2024-Q4-REP-0112-10,REP-0112,2024,Q4,October,39250.00,36620.02,93.30,41,893.17,18,APAC,Inside Sales
TGT-2024-Q4-REP-0113-10,REP-0113,2024,Q4,October,102250.00,138312.59,135.27,20,6915.63,7,Central,Enterprise Sales
TGT-2024-Q4-REP-0114-10,REP-0114,2024,Q4,October,105500.00,69490.85,65.87,11,6317.35,4,West,Enterprise Sales
TGT-2024-Q4-REP-0115-10,REP-0115,2024,Q4,October,125833.33,169640.27,134.81,12,14136.69,4,West,Partner Sales
TGT-2024-Q4-REP-0116-10,REP-0116,2024,Q4,October,46916.67,47618.62,101.50,43,1107.41,21,LATAM,SMB Sales
TGT-2024-Q4-REP-0117-10,REP-0117,2024,Q4,October,115666.67,169128.77,146.22,21,8053.75,9,West,Partner Sales
TGT-2024-Q4-REP-0118-10,REP-0118,2024,Q4,October,118416.67,159025.14,134.29,11,14456.83,5,West,Partner Sales
TGT-2024-Q4-REP-0120-10,REP-0120,2024,Q4,October,103500.00,99173.80,95.82,16,6198.36,6,APAC,Partner Sales
TGT-2024-Q4-REP-0121-10,REP-0121,2024,Q4,October,104750.00,130161.43,124.26,21,6198.16,10,West,Partner Sales
TGT-2024-Q4-REP-0122-10,REP-0122,2024,Q4,October,74916.67,108162.86,144.38,26,4160.11,11,APAC,Mid-Market
TGT-2024-Q4-REP-0123-10,REP-0123,2024,Q4,October,129166.67,78167.00,60.52,19,4114.05,10,APAC,Partner Sales
TGT-2024-Q4-REP-0124-10,REP-0124,2024,Q4,October,53833.33,65988.37,122.58,32,2062.14,18,LATAM,SMB Sales
TGT-2024-Q4-REP-0125-10,REP-0125,2024,Q4,October,118666.67,200852.82,169.26,17,11814.87,10,Central,Partner Sales
TGT-2024-Q4-REP-0127-10,REP-0127,2024,Q4,October,66833.33,56871.68,85.09,23,2472.68,9,APAC,Mid-Market
TGT-2024-Q4-REP-0128-10,REP-0128,2024,Q4,October,70083.33,84219.92,120.17,29,2904.14,17,LATAM,Mid-Market
TGT-2024-Q4-REP-0129-10,REP-0129,2024,Q4,October,74416.67,105678.32,142.01,21,5032.30,10,East,Mid-Market
TGT-2024-Q4-REP-0130-10,REP-0130,2024,Q4,October,37416.67,49170.34,131.41,38,1293.96,12,West,Inside Sales
TGT-2024-Q4-REP-0131-10,REP-0131,2024,Q4,October,46666.67,75369.50,161.51,27,2791.46,9,East,SMB Sales
TGT-2024-Q4-REP-0132-10,REP-0132,2024,Q4,October,83583.33,118439.40,141.70,12,9869.95,6,EMEA,Enterprise Sales
TGT-2024-Q4-REP-0133-10,REP-0133,2024,Q4,October,99416.67,151833.90,152.72,20,7591.70,9,West,Enterprise Sales
TGT-2024-Q4-REP-0134-10,REP-0134,2024,Q4,October,71000.00,80888.40,113.93,26,3111.09,12,East,Mid-Market
TGT-2024-Q4-REP-0135-10,REP-0135,2024,Q4,October,39166.67,46600.91,118.98,47,991.51,19,APAC,Inside Sales
TGT-2024-Q4-REP-0136-10,REP-0136,2024,Q4,October,130833.33,218928.99,167.33,13,16840.69,6,LATAM,Partner Sales
TGT-2024-Q4-REP-0137-10,REP-0137,2024,Q4,October,47083.33,44502.27,94.52,25,1780.09,13,East,SMB Sales
TGT-2024-Q4-REP-0138-10,REP-0138,2024,Q4,October,44833.33,0.00,0.00,0,0.00,0,LATAM,Inside Sales
TGT-2024-Q4-REP-0139-10,REP-0139,2024,Q4,October,114750.00,174179.56,151.79,16,10886.22,7,LATAM,Partner Sales
TGT-2024-Q4-REP-0141-10,REP-0141,2024,Q4,October,102333.33,179913.70,175.81,19,9469.14,6,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0142-10,REP-0142,2024,Q4,October,77750.00,108300.85,139.29,16,6768.80,6,EMEA,Mid-Market
TGT-2024-Q4-REP-0143-10,REP-0143,2024,Q4,October,83416.67,129389.32,155.11,15,8625.95,7,East,Enterprise Sales
TGT-2024-Q4-REP-0144-10,REP-0144,2024,Q4,October,76500.00,74647.40,97.58,17,4391.02,8,West,Mid-Market
TGT-2024-Q4-REP-0145-10,REP-0145,2024,Q4,October,41916.67,41864.61,99.88,37,1131.48,19,LATAM,Inside Sales
TGT-2024-Q4-REP-0146-10,REP-0146,2024,Q4,October,129583.33,146608.96,113.14,25,5864.36,12,LATAM,Partner Sales
TGT-2024-Q4-REP-0147-10,REP-0147,2024,Q4,October,75750.00,117865.71,155.60,16,7366.61,5,West,Mid-Market
TGT-2024-Q4-REP-0148-10,REP-0148,2024,Q4,October,42916.67,63907.50,148.91,36,1775.21,11,EMEA,SMB Sales
TGT-2024-Q4-REP-0149-10,REP-0149,2024,Q4,October,94000.00,108998.12,115.96,15,7266.54,4,APAC,Enterprise Sales
TGT-2024-Q4-REP-0150-10,REP-0150,2024,Q4,October,43500.00,43479.49,99.95,28,1552.84,16,East,SMB Sales
TGT-2024-Q4-REP-0001-11,REP-0001,2024,Q4,November,107833.33,158066.04,146.58,8,19758.26,3,LATAM,Enterprise Sales
TGT-2024-Q4-REP-0002-11,REP-0002,2024,Q4,November,41416.67,46981.89,113.44,30,1566.06,14,East,Inside Sales
TGT-2024-Q4-REP-0003-11,REP-0003,2024,Q4,November,43000.00,58930.84,137.05,22,2678.67,10,Central,SMB Sales
TGT-2024-Q4-REP-0004-11,REP-0004,2024,Q4,November,87416.67,150617.24,172.30,15,10041.15,6,East,Enterprise Sales
TGT-2024-Q4-REP-0005-11,REP-0005,2024,Q4,November,68833.33,67755.40,98.43,20,3387.77,6,APAC,Mid-Market
TGT-2024-Q4-REP-0006-11,REP-0006,2024,Q4,November,49000.00,82240.64,167.84,27,3045.95,14,LATAM,SMB Sales
TGT-2024-Q4-REP-0008-11,REP-0008,2024,Q4,November,37500.00,50795.31,135.45,33,1539.25,11,West,Inside Sales
TGT-2024-Q4-REP-0010-11,REP-0010,2024,Q4,November,71500.00,87245.56,122.02,30,2908.19,16,EMEA,Mid-Market
