customer_id,customer_name,industry,company_size,country,state_province,city,customer_since,customer_status,account_manager,annual_revenue_bucket,credit_limit,payment_terms,tax_id
CUST-01964,Premier Group LLC,Education,Enterprise,USA,New York,New York,2023-01-01,Active,REP-0134,$5M-$10M,200000.00,Net 30,49-7791973
CUST-01965,Global Solutions Pte Ltd,Government,Enterprise,Italy,Lazio,Rome,2021-10-05,Active,REP-0156,$100M+,200000.00,Net 15,IT-902984-ABC
CUST-01966,Global Systems SRL,Healthcare,Mid-Market,USA,Texas,Dallas,2021-10-13,Active,REP-0045,$10M-$50M,60000.00,Net 30,62-7905987
CUST-01967,Elite Services Corp,Education,SMB,Canada,Ontario,Toronto,2020-01-10,Active,REP-0089,$1M-$5M,30000.00,Net 60,CA-423820-123
CUST-01968,Innovative Industries GmbH,Government,Mid-Market,USA,Texas,Houston,2019-10-10,Inactive,REP-0267,$1M-$5M,45000.00,Prepaid,57-1402549
CUST-01969,Innovative Industries Corp,Education,SMB,Australia,Victoria,Melbourne,2019-01-06,Inactive,REP-0267,$1M-$5M,25000.00,Net 60,AU-202368-XYZ
CUST-01970,Smart Industries Ltd,Financial Services,Enterprise,Spain,Catalonia,Barcelona,2018-08-07,Active,REP-0134,$1M-$5M,150000.00,Prepaid,SP-413645-XYZ
CUST-01971,Nexus Partners GmbH,Professional Services,Mid-Market,United Kingdom,England,London,2020-09-14,Active,REP-0134,$50M-$100M,50000.00,Net 60,GB202878113
CUST-01972,Quantum Services GmbH,Professional Services,SMB,Netherlands,North Holland,Amsterdam,2018-08-16,Active,REP-0078,$50M-$100M,30000.00,Net 45,NE-690065-ABC
CUST-01973,Apex Technologies Ltd,Manufacturing,Mid-Market,United Kingdom,England,London,2021-04-29,Active,REP-0112,$5M-$10M,40000.00,Net 60,GB470269413
CUST-01974,Summit Group SARL,Technology,Enterprise,Canada,Ontario,Toronto,2020-01-01,Active,REP-0156,$1M-$5M,100000.00,Net 60,CA-659404-ABC
CUST-01975,Pro Industries LLC,Education,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2022-03-16,Active,REP-0203,$10M-$50M,40000.00,Prepaid,FR-843527-XYZ
CUST-01976,Smart Enterprises Inc,Retail,Enterprise,Australia,Victoria,Melbourne,2022-04-04,Churned,REP-0089,$5M-$10M,200000.00,Net 60,AU-665740-ABC
CUST-01977,Pro Corporation AG,Education,Enterprise,Spain,Catalonia,Barcelona,2020-08-06,Active,REP-0134,$10M-$50M,200000.00,Net 45,SP-872619-ABC
CUST-01978,Tech Group SRL,Healthcare,SMB,Italy,Lazio,Rome,2022-06-28,Active,REP-0203,$1M-$5M,20000.00,Net 15,IT-188246-123
CUST-01979,Central Solutions SRL,Manufacturing,Enterprise,France,Ile-de-France,Paris,2023-08-10,Active,REP-0089,$5M-$10M,200000.00,Net 60,FR-638862-XYZ
CUST-01980,Summit Innovations AG,Professional Services,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2019-08-17,Active,REP-0245,$50M-$100M,100000.00,Net 15,FR-300328-123
CUST-01981,Elite Innovations Corp,Technology,SMB,France,Auvergne-Rhône-Alpes,Lyon,2019-02-20,Active,REP-0289,$5M-$10M,20000.00,Net 60,FR-845739-ABC
CUST-01982,Summit Services GmbH,Manufacturing,Enterprise,Netherlands,North Holland,Amsterdam,2019-03-21,Active,REP-0078,$50M-$100M,200000.00,Prepaid,NE-921616-123
CUST-01983,Quantum Services Ltd,Technology,Enterprise,USA,Texas,Austin,2019-03-16,Active,REP-0267,$50M-$100M,100000.00,Net 15,76-1567318
CUST-01984,Advanced Technologies LLC,Healthcare,Enterprise,Singapore,,Singapore,2022-08-20,Active,REP-0267,$50M-$100M,80000.00,Net 60,SG-2024-661
CUST-01985,Apex Corporation GmbH,Manufacturing,Enterprise,Canada,British Columbia,Vancouver,2020-01-08,Active,REP-0267,$5M-$10M,80000.00,Net 45,CA-266396-123
CUST-01986,Global Corporation Inc,Professional Services,SMB,Italy,Lazio,Rome,2024-01-09,Active,REP-0112,$10M-$50M,15000.00,Net 45,IT-839134-123
CUST-01987,Nexus Group Ltd,Financial Services,SMB,Spain,Madrid,Madrid,2020-11-16,Active,REP-0045,$1M-$5M,30000.00,Net 60,SP-359473-XYZ
CUST-01988,Premier Solutions Pte Ltd,Financial Services,SMB,Netherlands,North Holland,Amsterdam,2023-02-11,Active,REP-0078,$1M-$5M,20000.00,Prepaid,NE-704021-ABC
CUST-01989,Metro Industries GmbH,Financial Services,Mid-Market,Spain,Madrid,Madrid,2023-12-21,Active,REP-0245,$1M-$5M,40000.00,Net 30,SP-185951-123
CUST-01990,Quantum Services SARL,Professional Services,SMB,United Kingdom,England,London,2022-10-30,Active,REP-0112,$100M+,15000.00,Net 30,GB264090699
CUST-01991,Premier Technologies Pte Ltd,Education,Mid-Market,France,Ile-de-France,Paris,2019-08-27,Active,REP-0245,$10M-$50M,45000.00,Net 60,FR-613559-123
CUST-01992,Summit Enterprises SARL,Financial Services,SMB,Italy,Lazio,Rome,2018-07-08,Inactive,REP-0245,$50M-$100M,25000.00,Net 60,IT-119444-ABC
CUST-01993,Digital Systems AG,Healthcare,Enterprise,Australia,New South Wales,Sydney,2021-07-26,Active,REP-0112,$50M-$100M,200000.00,Net 60,AU-157865-ABC
CUST-01994,Smart Group Corp,Healthcare,Mid-Market,Spain,Catalonia,Barcelona,2021-11-21,Active,REP-0267,$100M+,40000.00,Net 45,SP-919813-XYZ
CUST-01995,Central Partners Corp,Healthcare,Mid-Market,Singapore,,Singapore,2021-07-20,Active,REP-0156,$50M-$100M,50000.00,Net 15,SG-2021-995
CUST-01996,Global Group AG,Government,SMB,Italy,Lombardy,Milan,2018-04-30,Active,REP-0134,$1M-$5M,30000.00,Prepaid,IT-972833-123
CUST-01997,Nexus Innovations Pte Ltd,Healthcare,SMB,Italy,Lombardy,Milan,2019-04-11,Active,REP-0045,$10M-$50M,30000.00,Net 45,IT-808421-ABC
CUST-01998,Quantum Systems Corp,Financial Services,Mid-Market,Singapore,,Singapore,2021-03-23,Active,REP-0045,$5M-$10M,40000.00,Net 45,SG-2024-342
CUST-01999,Global Industries Ltd,Government,Mid-Market,USA,New York,New York,2019-04-27,Active,REP-0134,$100M+,45000.00,Net 30,61-8802539
CUST-02000,Innovative Group Pte Ltd,Education,Enterprise,United Kingdom,Scotland,Edinburgh,2021-06-16,Active,REP-0078,$100M+,200000.00,Net 15,GB910361486
CUST-02001,Advanced Services Inc,Education,Enterprise,Netherlands,North Holland,Amsterdam,2020-05-26,Active,REP-0267,$1M-$5M,80000.00,Prepaid,NE-773361-ABC
CUST-02002,Smart Innovations Corp,Healthcare,Mid-Market,Netherlands,North Holland,Amsterdam,2022-04-05,Active,REP-0045,$1M-$5M,50000.00,Net 15,NE-905208-123
CUST-02003,Global Innovations SARL,Financial Services,SMB,France,Ile-de-France,Paris,2018-04-09,Active,REP-0156,$10M-$50M,25000.00,Net 30,FR-505138-ABC
CUST-02004,Summit Group Ltd,Technology,Enterprise,Australia,New South Wales,Sydney,2021-10-09,Active,REP-0045,$10M-$50M,200000.00,Net 60,AU-132771-123
CUST-02005,Central Partners GmbH,Financial Services,Enterprise,Australia,Victoria,Melbourne,2019-12-10,Active,REP-0156,$1M-$5M,200000.00,Prepaid,AU-266640-XYZ
CUST-02006,Smart Group LLC,Government,Mid-Market,France,Ile-de-France,Paris,2023-02-25,Active,REP-0112,$10M-$50M,60000.00,Net 45,FR-804022-XYZ
CUST-02007,Quantum Partners Inc,Technology,Enterprise,Italy,Lombardy,Milan,2018-03-28,Active,REP-0112,$100M+,100000.00,Net 15,IT-416496-ABC
CUST-02008,Metro Solutions Pte Ltd,Healthcare,Mid-Market,Singapore,,Singapore,2022-08-22,Active,REP-0045,$5M-$10M,45000.00,Net 30,SG-2024-253
CUST-02009,Smart Enterprises Ltd,Manufacturing,SMB,Canada,Ontario,Toronto,2021-10-28,Active,REP-0078,$5M-$10M,15000.00,Net 30,CA-842554-XYZ
CUST-02010,Innovative Partners Corp,Government,Enterprise,Singapore,,Singapore,2019-04-19,Active,REP-0045,$5M-$10M,200000.00,Net 45,SG-2022-484
CUST-02011,Pro Solutions Corp,Retail,SMB,Australia,New South Wales,Sydney,2023-05-11,Active,REP-0245,$1M-$5M,15000.00,Net 45,AU-808318-XYZ
CUST-02012,Elite Enterprises SARL,Technology,Mid-Market,Singapore,,Singapore,2019-11-22,Active,REP-0267,$1M-$5M,45000.00,Net 15,SG-2024-848
CUST-02013,Elite Solutions Ltd,Financial Services,Mid-Market,Singapore,,Singapore,2020-09-15,Active,REP-0245,$100M+,40000.00,Net 45,SG-2024-462
CUST-02014,Central Corporation Pte Ltd,Professional Services,Enterprise,Netherlands,North Holland,Amsterdam,2019-06-26,Inactive,REP-0045,$1M-$5M,100000.00,Net 45,NE-429731-ABC
CUST-02015,Metro Enterprises Corp,Manufacturing,Mid-Market,Italy,Lazio,Rome,2021-11-11,Active,REP-0045,$10M-$50M,50000.00,Net 60,IT-990646-123
CUST-02016,Digital Solutions AG,Manufacturing,Mid-Market,Spain,Catalonia,Barcelona,2023-10-06,Active,REP-0156,$100M+,40000.00,Net 15,SP-146295-ABC
CUST-02017,Premier Group SRL,Technology,Mid-Market,Netherlands,North Holland,Amsterdam,2023-01-04,Active,REP-0078,$10M-$50M,50000.00,Net 60,NE-886178-ABC
CUST-02018,Metro Services SRL,Retail,Enterprise,Italy,Lombardy,Milan,2018-01-23,Active,REP-0089,$10M-$50M,200000.00,Net 60,IT-848749-XYZ
CUST-02019,Tech Group LLC,Professional Services,SMB,Netherlands,North Holland,Amsterdam,2023-08-01,Active,REP-0078,$50M-$100M,30000.00,Net 15,NE-430086-ABC
CUST-02020,Metro Innovations Corp,Government,SMB,United Kingdom,Scotland,Edinburgh,2019-01-08,Active,REP-0267,$1M-$5M,25000.00,Net 60,GB696432250
CUST-02021,Global Technologies SRL,Education,Enterprise,Netherlands,North Holland,Amsterdam,2024-04-30,Active,REP-0203,$50M-$100M,100000.00,Net 30,NE-309746-123
CUST-02022,Quantum Technologies SRL,Financial Services,SMB,Australia,Victoria,Melbourne,2019-01-14,Active,REP-0078,$50M-$100M,15000.00,Net 60,AU-884284-ABC
CUST-02023,Elite Partners Pte Ltd,Retail,Mid-Market,USA,New York,New York,2020-01-05,Active,REP-0156,$10M-$50M,40000.00,Net 60,89-6492652
CUST-02024,Metro Services SARL,Financial Services,Enterprise,Italy,Lombardy,Milan,2018-01-27,Active,REP-0078,$5M-$10M,200000.00,Prepaid,IT-262247-ABC
CUST-02025,Central Enterprises SARL,Healthcare,Enterprise,Germany,Berlin,Berlin,2022-10-11,Active,REP-0089,$5M-$10M,150000.00,Net 15,DE429096274
CUST-02026,Premier Enterprises AG,Financial Services,Mid-Market,France,Ile-de-France,Paris,2019-03-19,Active,REP-0089,$100M+,40000.00,Prepaid,FR-234334-123
CUST-02027,Metro Services Corp,Government,Enterprise,Germany,Hamburg,Hamburg,2023-11-20,Active,REP-0289,$1M-$5M,100000.00,Prepaid,DE760747889
CUST-02028,Apex Group Inc,Technology,SMB,Italy,Lazio,Rome,2018-01-28,Inactive,REP-0078,$10M-$50M,30000.00,Net 45,IT-178074-123
CUST-02029,Elite Technologies LLC,Technology,SMB,Netherlands,North Holland,Amsterdam,2018-05-21,Active,REP-0203,$1M-$5M,15000.00,Net 60,NE-551981-XYZ
CUST-02030,Summit Systems Pte Ltd,Government,Mid-Market,Spain,Madrid,Madrid,2019-04-23,Active,REP-0289,$10M-$50M,45000.00,Net 45,SP-250944-123
CUST-02031,Global Solutions Corp,Technology,SMB,Netherlands,North Holland,Amsterdam,2024-02-07,Active,REP-0112,$10M-$50M,15000.00,Net 45,NE-662489-123
CUST-02032,Digital Partners AG,Manufacturing,SMB,Germany,Hamburg,Hamburg,2022-12-29,Active,REP-0134,$100M+,15000.00,Net 15,DE423934802
CUST-02033,Nexus Corporation Pte Ltd,Retail,SMB,Italy,Lazio,Rome,2018-06-28,Active,REP-0112,$1M-$5M,20000.00,Net 15,IT-735680-ABC
CUST-02034,Tech Industries GmbH,Government,Mid-Market,Canada,Ontario,Toronto,2022-05-13,Active,REP-0045,$100M+,50000.00,Net 60,CA-875681-XYZ
CUST-02035,Advanced Industries Ltd,Professional Services,Mid-Market,Spain,Catalonia,Barcelona,2024-02-03,Active,REP-0156,$5M-$10M,50000.00,Net 15,SP-710236-123
CUST-02036,Innovative Technologies Corp,Manufacturing,SMB,Netherlands,North Holland,Amsterdam,2022-05-23,Active,REP-0156,$50M-$100M,20000.00,Net 60,NE-360707-ABC
CUST-02037,Pro Services SRL,Government,Enterprise,Singapore,,Singapore,2021-03-07,Active,REP-0078,$50M-$100M,150000.00,Net 60,SG-2020-020
CUST-02038,Quantum Technologies Corp,Retail,SMB,Singapore,,Singapore,2023-03-31,Active,REP-0245,$5M-$10M,25000.00,Net 30,SG-2023-559
CUST-02039,Quantum Partners AG,Professional Services,SMB,France,Ile-de-France,Paris,2019-11-17,Active,REP-0089,$100M+,15000.00,Prepaid,FR-980056-123
CUST-02040,Central Solutions Pte Ltd,Financial Services,SMB,Germany,Berlin,Berlin,2023-01-13,Active,REP-0078,$1M-$5M,20000.00,Net 30,DE859936118
CUST-02041,Apex Corporation Inc,Retail,Enterprise,Spain,Catalonia,Barcelona,2021-08-31,Active,REP-0267,$1M-$5M,150000.00,Net 45,SP-715981-XYZ
CUST-02042,Digital Systems GmbH,Government,SMB,Germany,Berlin,Berlin,2022-10-05,Active,REP-0203,$5M-$10M,25000.00,Net 30,DE499114920
CUST-02043,Pro Enterprises SRL,Healthcare,SMB,Canada,Quebec,Montreal,2021-09-10,Active,REP-0203,$10M-$50M,20000.00,Net 45,CA-443016-123
CUST-02044,Central Group SARL,Professional Services,Mid-Market,Spain,Madrid,Madrid,2022-12-13,Active,REP-0078,$50M-$100M,50000.00,Net 15,SP-667730-ABC
CUST-02045,Quantum Enterprises Corp,Healthcare,SMB,Australia,New South Wales,Sydney,2022-07-01,Active,REP-0289,$10M-$50M,15000.00,Net 30,AU-254863-123
CUST-02046,Pro Partners SRL,Financial Services,Enterprise,United Kingdom,England,London,2021-08-18,Active,REP-0078,$1M-$5M,100000.00,Net 45,GB183600434
CUST-02047,Nexus Corporation GmbH,Manufacturing,Mid-Market,Netherlands,North Holland,Amsterdam,2018-12-25,Active,REP-0134,$10M-$50M,60000.00,Net 45,NE-403340-ABC
CUST-02048,Summit Solutions GmbH,Healthcare,SMB,United Kingdom,England,Manchester,2022-06-15,Churned,REP-0112,$50M-$100M,30000.00,Prepaid,GB766949002
CUST-02049,Central Innovations AG,Technology,Mid-Market,United Kingdom,Scotland,Edinburgh,2024-03-22,Active,REP-0267,$100M+,45000.00,Prepaid,GB429259455
CUST-02050,Pro Partners Pte Ltd,Manufacturing,SMB,Canada,Ontario,Toronto,2019-02-22,Active,REP-0289,$5M-$10M,20000.00,Net 60,CA-457141-XYZ
CUST-02051,Central Corporation SRL,Manufacturing,Mid-Market,Australia,Victoria,Melbourne,2020-07-06,Active,REP-0112,$1M-$5M,60000.00,Net 45,AU-826470-123
CUST-02052,Quantum Industries Corp,Technology,SMB,France,Auvergne-Rhône-Alpes,Lyon,2021-03-12,Active,REP-0289,$50M-$100M,30000.00,Net 60,FR-214877-123
CUST-02053,Innovative Industries LLC,Government,Mid-Market,Canada,British Columbia,Vancouver,2019-09-24,Active,REP-0078,$5M-$10M,45000.00,Net 30,CA-118095-ABC
CUST-02054,Central Enterprises AG,Government,Enterprise,France,Ile-de-France,Paris,2020-08-07,Active,REP-0045,$5M-$10M,80000.00,Net 15,FR-898752-ABC
CUST-02055,Summit Industries LLC,Financial Services,Mid-Market,Germany,Hamburg,Hamburg,2018-12-10,Active,REP-0089,$50M-$100M,45000.00,Prepaid,DE628386840
CUST-02056,Nexus Corporation GmbH,Healthcare,Mid-Market,Netherlands,North Holland,Amsterdam,2024-05-12,Active,REP-0089,$10M-$50M,40000.00,Net 60,NE-697272-XYZ
CUST-02057,Tech Group Corp,Healthcare,Mid-Market,Australia,Victoria,Melbourne,2021-07-05,Active,REP-0089,$50M-$100M,40000.00,Net 60,AU-546234-123
CUST-02058,Smart Systems Pte Ltd,Education,SMB,Netherlands,North Holland,Amsterdam,2018-01-05,Active,REP-0267,$5M-$10M,20000.00,Prepaid,NE-569724-XYZ
CUST-02059,Pro Industries LLC,Technology,Mid-Market,Netherlands,North Holland,Amsterdam,2023-05-06,Active,REP-0203,$50M-$100M,60000.00,Net 60,NE-909572-XYZ
CUST-02060,Central Group Corp,Education,SMB,France,Auvergne-Rhône-Alpes,Lyon,2020-03-15,Active,REP-0045,$10M-$50M,30000.00,Net 45,FR-684004-XYZ
CUST-02061,Nexus Services AG,Professional Services,Mid-Market,Italy,Lazio,Rome,2019-06-03,Active,REP-0078,$50M-$100M,40000.00,Net 60,IT-153834-XYZ
CUST-02062,Elite Partners LLC,Education,Enterprise,Australia,Victoria,Melbourne,2021-01-21,Active,REP-0112,$50M-$100M,150000.00,Net 45,AU-751397-123
CUST-02063,Digital Enterprises GmbH,Government,Mid-Market,Germany,Hamburg,Hamburg,2024-01-05,Active,REP-0267,$10M-$50M,45000.00,Net 30,DE354187852
CUST-02064,Global Corporation Inc,Financial Services,SMB,Germany,Berlin,Berlin,2019-05-05,Active,REP-0134,$50M-$100M,30000.00,Net 15,DE582962944
CUST-02065,Quantum Innovations Inc,Retail,SMB,Canada,Ontario,Toronto,2022-07-16,Active,REP-0112,$5M-$10M,30000.00,Prepaid,CA-831037-XYZ
CUST-02066,Pro Systems GmbH,Financial Services,Mid-Market,USA,Colorado,Denver,2023-03-19,Inactive,REP-0078,$50M-$100M,60000.00,Net 60,95-6971940
CUST-02067,Nexus Partners AG,Manufacturing,Mid-Market,Canada,Quebec,Montreal,2021-11-07,Active,REP-0089,$10M-$50M,45000.00,Net 45,CA-541791-ABC
CUST-02068,Pro Technologies Ltd,Retail,Enterprise,United Kingdom,England,London,2023-03-10,Active,REP-0078,$5M-$10M,100000.00,Net 30,GB177663117
CUST-02069,Smart Solutions Inc,Retail,Mid-Market,Singapore,,Singapore,2022-07-08,Active,REP-0156,$5M-$10M,50000.00,Prepaid,SG-2024-760
CUST-02070,Elite Technologies Pte Ltd,Retail,SMB,Singapore,,Singapore,2019-09-21,Churned,REP-0045,$10M-$50M,25000.00,Net 60,SG-2023-934
CUST-02071,Innovative Corporation Inc,Government,Enterprise,Spain,Catalonia,Barcelona,2021-12-15,Active,REP-0289,$5M-$10M,200000.00,Net 15,SP-637462-ABC
CUST-02072,Quantum Enterprises Corp,Technology,Enterprise,France,Ile-de-France,Paris,2022-01-19,Active,REP-0089,$1M-$5M,100000.00,Net 45,FR-960041-123
CUST-02073,Summit Enterprises Pte Ltd,Financial Services,Mid-Market,Spain,Catalonia,Barcelona,2021-09-05,Active,REP-0267,$10M-$50M,60000.00,Net 45,SP-238067-ABC
CUST-02074,Digital Services Ltd,Retail,Enterprise,Germany,Bavaria,Munich,2018-11-27,Churned,REP-0203,$100M+,200000.00,Net 30,DE600354271
CUST-02075,Smart Industries SARL,Healthcare,Enterprise,Germany,Bavaria,Munich,2023-02-10,Inactive,REP-0203,$50M-$100M,100000.00,Net 45,DE960219485
CUST-02076,Tech Technologies Inc,Retail,Mid-Market,Netherlands,North Holland,Amsterdam,2023-10-05,Inactive,REP-0134,$1M-$5M,45000.00,Net 15,NE-740392-ABC
CUST-02077,Pro Solutions AG,Financial Services,SMB,Netherlands,North Holland,Amsterdam,2023-02-12,Active,REP-0112,$5M-$10M,20000.00,Net 15,NE-879212-XYZ
CUST-02078,Nexus Services Pte Ltd,Manufacturing,Enterprise,Germany,Hamburg,Hamburg,2024-03-26,Active,REP-0245,$10M-$50M,200000.00,Net 60,DE401101837
CUST-02079,Smart Innovations Corp,Manufacturing,Enterprise,Italy,Lombardy,Milan,2022-03-16,Active,REP-0289,$50M-$100M,200000.00,Prepaid,IT-301078-XYZ
CUST-02080,Premier Systems SARL,Technology,Mid-Market,United Kingdom,England,London,2021-08-03,Active,REP-0078,$10M-$50M,50000.00,Net 30,GB539266680
CUST-02081,Tech Corporation GmbH,Education,SMB,Italy,Lombardy,Milan,2022-04-07,Active,REP-0078,$10M-$50M,15000.00,Prepaid,IT-376375-XYZ
CUST-02082,Innovative Innovations LLC,Financial Services,Enterprise,Singapore,,Singapore,2021-04-10,Active,REP-0203,$50M-$100M,80000.00,Net 45,SG-2020-810
CUST-02083,Quantum Group Ltd,Financial Services,SMB,Spain,Catalonia,Barcelona,2018-10-10,Active,REP-0078,$50M-$100M,15000.00,Prepaid,SP-869995-ABC
CUST-02084,Tech Services SRL,Education,SMB,Germany,Hamburg,Hamburg,2023-05-14,Active,REP-0267,$100M+,20000.00,Net 30,DE119539608
CUST-02085,Tech Technologies Ltd,Manufacturing,SMB,Australia,Victoria,Melbourne,2021-08-09,Active,REP-0134,$50M-$100M,20000.00,Prepaid,AU-520770-XYZ
CUST-02086,Global Group GmbH,Healthcare,SMB,United Kingdom,England,London,2022-01-04,Active,REP-0078,$50M-$100M,25000.00,Net 45,GB466087867
CUST-02087,Quantum Enterprises Inc,Education,SMB,Singapore,,Singapore,2023-06-25,Active,REP-0267,$100M+,30000.00,Net 60,SG-2021-494
CUST-02088,Smart Partners GmbH,Financial Services,Mid-Market,Singapore,,Singapore,2021-12-04,Active,REP-0078,$5M-$10M,60000.00,Prepaid,SG-2022-214
CUST-02089,Elite Innovations Corp,Government,Mid-Market,Singapore,,Singapore,2018-12-16,Active,REP-0156,$50M-$100M,50000.00,Net 60,SG-2023-154
CUST-02090,Central Solutions Pte Ltd,Retail,Enterprise,United Kingdom,Scotland,Edinburgh,2022-10-07,Active,REP-0112,$5M-$10M,200000.00,Net 30,GB389330355
CUST-02091,Premier Corporation SRL,Healthcare,Mid-Market,Germany,Hamburg,Hamburg,2023-05-31,Active,REP-0245,$5M-$10M,50000.00,Net 45,DE873710422
CUST-02092,Nexus Services GmbH,Professional Services,SMB,USA,New York,New York,2018-08-01,Active,REP-0245,$100M+,25000.00,Prepaid,27-7240883
CUST-02093,Pro Systems SARL,Government,Enterprise,France,Ile-de-France,Paris,2019-03-25,Active,REP-0245,$5M-$10M,150000.00,Net 30,FR-202183-ABC
CUST-02094,Global Group Pte Ltd,Healthcare,SMB,Spain,Madrid,Madrid,2020-06-12,Active,REP-0112,$50M-$100M,30000.00,Prepaid,SP-414180-123
CUST-02095,Advanced Corporation Corp,Manufacturing,Mid-Market,Australia,New South Wales,Sydney,2020-07-19,Active,REP-0203,$5M-$10M,50000.00,Prepaid,AU-472404-123
CUST-02096,Nexus Enterprises Inc,Technology,Mid-Market,Australia,Victoria,Melbourne,2019-09-11,Active,REP-0078,$5M-$10M,60000.00,Net 60,AU-651020-ABC
CUST-02097,Innovative Enterprises SARL,Government,Enterprise,Netherlands,North Holland,Amsterdam,2023-12-01,Active,REP-0078,$10M-$50M,80000.00,Prepaid,NE-711101-123
CUST-02098,Digital Solutions AG,Education,Enterprise,France,Ile-de-France,Paris,2021-10-28,Active,REP-0045,$50M-$100M,80000.00,Net 60,FR-848080-123
CUST-02099,Innovative Corporation GmbH,Professional Services,Mid-Market,USA,Texas,Houston,2019-05-12,Inactive,REP-0267,$5M-$10M,45000.00,Net 15,49-9371547
CUST-02100,Global Industries Pte Ltd,Education,SMB,Italy,Lazio,Rome,2022-11-25,Active,REP-0203,$1M-$5M,20000.00,Prepaid,IT-619958-123
CUST-02101,Summit Group Inc,Manufacturing,SMB,Singapore,,Singapore,2020-07-23,Active,REP-0089,$50M-$100M,25000.00,Net 30,SG-2020-504
CUST-02102,Global Services Ltd,Manufacturing,Mid-Market,Singapore,,Singapore,2022-07-22,Active,REP-0045,$50M-$100M,45000.00,Net 30,SG-2024-467
CUST-02103,Tech Industries LLC,Professional Services,Mid-Market,Germany,Berlin,Berlin,2022-11-16,Active,REP-0112,$100M+,50000.00,Net 30,DE159954617
CUST-02104,Tech Innovations Corp,Financial Services,Mid-Market,USA,Texas,Dallas,2024-05-15,Active,REP-0089,$5M-$10M,60000.00,Net 15,68-8035287
CUST-02105,Premier Group GmbH,Financial Services,SMB,Singapore,,Singapore,2019-07-30,Active,REP-0245,$1M-$5M,25000.00,Net 15,SG-2024-250
CUST-02106,Elite Solutions Ltd,Professional Services,Mid-Market,Singapore,,Singapore,2022-04-22,Active,REP-0134,$10M-$50M,50000.00,Prepaid,SG-2022-068
CUST-02107,Premier Systems Inc,Technology,SMB,Canada,Ontario,Toronto,2018-07-26,Active,REP-0045,$100M+,25000.00,Net 30,CA-416419-123
CUST-02108,Apex Industries Corp,Education,Mid-Market,Spain,Madrid,Madrid,2020-12-10,Active,REP-0112,$5M-$10M,50000.00,Net 45,SP-725144-ABC
CUST-02109,Central Innovations SARL,Professional Services,Mid-Market,Netherlands,North Holland,Amsterdam,2022-07-13,Active,REP-0045,$10M-$50M,45000.00,Net 60,NE-435640-ABC
CUST-02110,Smart Technologies Ltd,Government,Enterprise,United Kingdom,England,Manchester,2024-03-27,Active,REP-0245,$100M+,100000.00,Net 15,GB374997733
CUST-02111,Elite Systems Corp,Manufacturing,Enterprise,Spain,Catalonia,Barcelona,2021-02-11,Active,REP-0112,$100M+,200000.00,Net 60,SP-229215-123
CUST-02112,Elite Solutions Corp,Professional Services,SMB,Germany,Hamburg,Hamburg,2018-11-03,Active,REP-0203,$50M-$100M,15000.00,Net 15,DE392530785
CUST-02113,Nexus Systems Ltd,Manufacturing,Enterprise,Singapore,,Singapore,2024-02-25,Active,REP-0245,$100M+,100000.00,Net 60,SG-2021-739
CUST-02114,Pro Corporation Corp,Professional Services,SMB,Spain,Catalonia,Barcelona,2018-11-07,Active,REP-0078,$50M-$100M,15000.00,Net 45,SP-525144-XYZ
CUST-02115,Smart Industries AG,Manufacturing,Mid-Market,USA,California,San Diego,2021-12-25,Active,REP-0045,$100M+,45000.00,Prepaid,80-8008040
CUST-02116,Elite Technologies Corp,Government,Enterprise,Singapore,,Singapore,2024-03-30,Active,REP-0245,$10M-$50M,80000.00,Net 60,SG-2020-108
CUST-02117,Quantum Industries AG,Technology,Mid-Market,Netherlands,North Holland,Amsterdam,2023-02-21,Active,REP-0245,$1M-$5M,60000.00,Prepaid,NE-925123-ABC
CUST-02118,Tech Partners Inc,Education,Enterprise,United Kingdom,England,Manchester,2021-04-28,Inactive,REP-0245,$100M+,100000.00,Net 30,GB580920750
CUST-02119,Premier Services Ltd,Technology,Enterprise,France,Ile-de-France,Paris,2020-12-10,Active,REP-0045,$1M-$5M,150000.00,Net 15,FR-603695-XYZ
CUST-02120,Global Technologies Corp,Education,Enterprise,France,Auvergne-Rhône-Alpes,Lyon,2022-12-09,Inactive,REP-0089,$5M-$10M,200000.00,Net 60,FR-459536-123
CUST-02121,Premier Services Corp,Technology,SMB,Spain,Catalonia,Barcelona,2020-12-03,Active,REP-0245,$5M-$10M,15000.00,Net 30,SP-563010-ABC
CUST-02122,Central Partners Pte Ltd,Manufacturing,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2018-10-09,Active,REP-0203,$100M+,50000.00,Prepaid,FR-782426-ABC
CUST-02123,Premier Services SARL,Government,Enterprise,United Kingdom,England,Manchester,2018-10-29,Inactive,REP-0156,$1M-$5M,80000.00,Net 60,GB315389210
CUST-02124,Nexus Corporation SARL,Education,Enterprise,Germany,Berlin,Berlin,2018-04-15,Active,REP-0245,$10M-$50M,200000.00,Net 15,DE496100158
CUST-02125,Smart Industries AG,Financial Services,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2020-10-07,Active,REP-0089,$5M-$10M,40000.00,Prepaid,FR-640790-123
